問い合わせ番号,発注機関,発注地域,件名,カテゴリ,入札種別,資格ランク,案件登録日,入札日,開札日,落札会社名,落札価格,予定価格,応札企業,リンク
"N17763953","栃木県市町村/宇都宮市","栃木県","【No.309】消防団雀宮分団第６部解体工事","建物等の解体・撤去,建築工事","競争・公募","","2023-12-25","2024-01-16",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mzk1Mw=="
"N17763952","栃木県市町村/宇都宮市","栃木県","【No.301】市庁舎プレート式熱交換器改修工事","空調・換気・給排水・衛生機器及び工事","競争・公募","","2023-12-25","2024-01-16",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mzk1Mg=="
"N17763951","栃木県市町村/宇都宮市","栃木県","【No.413】河内総合運動公園屋内プール塗装改修工事","塗装・防水用品及び工事","競争・公募","","2023-12-25","2024-01-16",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mzk1MQ=="
"N17763950","栃木県市町村/宇都宮市","栃木県","【No.409（週休２日制工事（発注者指定型））】区画道路築造工事（分割６号）","土木工事,道路関連工事","競争・公募","","2023-12-25","2024-01-16",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mzk1MA=="
"N17763949","栃木県市町村/宇都宮市","栃木県","【No.306】消防団平石分団第５部ほか１か所解体工事","建物等の解体・撤去,建築工事","競争・公募","","2023-12-25","2024-01-16",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mzk0OQ=="
"N17763948","栃木県市町村/宇都宮市","栃木県","【No.301（総合評価落札方式，週休２日制工事（発注者指定型））】準用河川越戸川バイパス築造工事（分割３号）（総合治水・雨水対策事業）","土木工事","競争・公募","","2023-12-25","2024-01-30",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mzk0OA=="
"N17763947","栃木県市町村/宇都宮市","栃木県","【No.302（総合評価落札方式）】中央卸売市場水産棟西駐車場整備工事","土木工事,道路関連工事","競争・公募","","2023-12-25","2024-01-30",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mzk0Nw=="
"N17763859","徳島県","徳島県","Ｒ５徳土　徳島引田線（庄町ＢＯＸ橋）　徳・庄　橋梁修繕工事（担い手確保型）","土木工事,橋りょう関連工事","競争・公募","","2023-12-25","2024-02-02",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mzg1OQ=="
"N17763698","栃木県市町村/宇都宮市","栃木県","【No.717】軽自動車（貨物車）","各種車両・船舶・航空機","競争・公募","","2023-12-25","2024-01-11",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MzY5OA=="
"N17763546","独立行政法人国立がん研究センター","東京都","一般競争入札「Hos-CanR NextおよびLite関連システムを含めた年間メンテナンス」の入札公告について（PDF：141KB）","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-25","2024-02-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MzU0Ng=="
"N17763540","独立行政法人国立がん研究センター","東京都","一般競争入札「クラウドプラットフォーム（Amazon Web Services）利用料」の入札公告について（PDF：143KB）","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-25","2024-02-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MzU0MA=="
"N17763536","独立行政法人国立がん研究センター","東京都","一般競争入札「労働者派遣業務（Microsoft365等システム運用管理業務／情報統括センター） 単価契約」の入札公告について（PDF：142KB）","情報処理機器・ソフト及び業務,その他の業務委託","競争・公募","A,B,C,D","2023-12-25","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MzUzNg=="
"N17763235","沖縄科学技術大学院大学","沖縄県","Light distribution measurement system　一式の購入","理化学機械器具類","競争・公募","","2023-12-22","2024-01-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MzIzNQ=="
"N17763234","沖縄科学技術大学院大学","沖縄県","Employee Engagement Survey","情報処理機器・ソフト及び業務","競争・公募","","2023-12-22","2024-01-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MzIzNA=="
"N17763227","国立大学法人/東海国立大学機構/岐阜大学","岐阜県","QuantStudio3ﾘｱﾙﾀｲﾑ PCRｼｽﾃﾑ 米国Thermo Fisher社製 一式","理化学機械器具類,医療用機器・システム、医療・介護用品及び業務","競争・公募","","2023-12-22","2023-12-27",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MzIyNw=="
"N17763094","林野庁/関東森林管理局","群馬県","【関東森林管理局】2号物件「物品の購入（OA機器類)」","事務機器及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-22","2024-01-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MzA5NA=="
"N17762984","京都市","京都府","ＯＲＩＯＮジェットヒーター用ガードフェンス（学校向けセット）【京都市】","家具・寝具・什器・備品等","競争・公募","","2023-12-22","2024-01-05",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mjk4NA=="
"N17762961","京都市","京都府","【ＧｏＰｒｏ公式】カメラ用グリップ、ＳＤカード等【京都市】","家具・寝具・什器・備品等,情報処理機器・ソフト及び業務,電気・電源設備及び工事","競争・公募","","2023-12-22","2023-12-28",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2Mjk2MQ=="
"N17762911","熊本県","熊本県","情報「Yfiler Plus PCR Amplification Kit（国費契約）」","薬品・防疫剤等","競争・公募","","2023-12-22","2024-01-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjkxMQ=="
"N17762691","防衛省/陸上自衛隊/九州補給処（目達原駐屯地）","佐賀県","ＬＡＮケ－ブル，１００Ｍ，ＯＤほか１件","通信機器・システム及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-22","2024-01-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjY5MQ=="
"N17762626","京都市","京都府","ニッカペレットＯＫ-１　（調湿吸着剤）他【京都市】","薬品・防疫剤等","競争・公募","","2023-12-22","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjYyNg=="
"N17762419","林野庁/関東森林管理局","群馬県","物品の購入（OA 機器類）","事務機器及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-22","2024-01-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjQxOQ=="
"N17762248","大阪府","大阪府","内視鏡ビデオシステム関連保守点検業務委託 （ENDO CAREプラン②）","医療用機器・システム、医療・介護用品及び業務","競争・公募","","2023-12-22","2024-02-02",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjI0OA=="
"N17762246","国立大学法人/北海道大学","北海道","米国ｻｰﾓﾌｨｯｼｬｰｻｲｴﾝﾃｨﾌｨｯｸ社製BigFoot Spectral Cell Sorter （６レーザー）　年間保守契約 　一式","理化学機械器具類","競争・公募","A,B,C,D","2023-12-22","2023-12-28",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjI0Ng=="
"N17762244","国立大学法人/北海道大学","北海道","英国Oxford Nanopore Technologies社製PromethINON P2Solo 一式","理化学機械器具類,医療用機器・システム、医療・介護用品及び業務","競争・公募","A,B,C,D","2023-12-22","2023-12-27",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjI0NA=="
"N17762163","独立行政法人国立国際医療研究センター","東京都","PacBio 社 Sequel II SMRT Cell 8M Tray (4Cell)〈単価契約〉","理化学機械器具類","競争・公募","B,C,D","2023-12-22","2024-01-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjE2Mw=="
"N17762138","栃木県市町村/宇都宮市","栃木県","【No.305】工損調査等業務委託その２（都市基盤河川奈坪川）（総合治水・雨水対策事業）【宇都宮市】","調査・研究業務,設計・測量","指名","","2023-12-22","2024-01-09",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjEzOA=="
"N17762137","栃木県市町村/宇都宮市","栃木県","【No.304】工損事前調査業務委託（２００１７－１号橋撤去工事）【宇都宮市】","調査・研究業務,設計・測量","指名","","2023-12-22","2024-01-09",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjEzNw=="
"N17762136","栃木県市町村/宇都宮市","栃木県","【No.301】公図等転写連続図作成業務委託【宇都宮市】","設計・測量","指名","","2023-12-22","2024-01-09",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjEzNg=="
"N17762135","栃木県市町村/宇都宮市","栃木県","【No.306】物件等調査算定業務委託（都市計画公園５・３・００６号東部総合公園）【宇都宮市】","調査・研究業務,設計・測量","指名","","2023-12-22","2024-01-09",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjEzNQ=="
"N17762134","栃木県市町村/宇都宮市","栃木県","【No.302】都市基盤河川奈坪川護岸詳細設計業務委託（総合治水・雨水対策事業）【宇都宮市】","設計・測量","指名","","2023-12-22","2024-01-09",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjEzNA=="
"N17762133","栃木県市町村/宇都宮市","栃木県","【No.303】建物等調査算定業務委託（分割３号）【宇都宮市】","調査・研究業務,設計・測量","指名","","2023-12-22","2024-01-09",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MjEzMw=="
"N17761968","林野庁/北海道森林管理局","北海道","北海道森林管理局第4四半期集中調達OA機器類外8物件(第9号物件無人航空機外ドローン用品類）","工作・産業・農業・建設用機械器具類,各種車両・船舶・航空機,電気・電源設備及び工事","競争・公募","A,B,C,D","2023-12-22","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTk2OA=="
"N17761963","林野庁/北海道森林管理局","北海道","北海道森林管理局第4四半期集中調達OA機器類外8物件(第8号物件見出杭外）","文房具事務用品・図書,家具・寝具・什器・備品等,工作・産業・農業・建設用機械器具類,鉄鋼・非鉄・鋳鉄製品、コンクリート・セメント,建築資材・プレハブ,塗装・防水用品及び工事","競争・公募","A,B,C,D","2023-12-22","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTk2Mw=="
"N17761956","林野庁/北海道森林管理局","北海道","北海道森林管理局第4四半期集中調達OA機器類外8物件(第7号物件造林地標識看板外）","家具・寝具・什器・備品等,デザイン・印刷・広告,建築資材・プレハブ","競争・公募","A,B,C,D","2023-12-22","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTk1Ng=="
"N17761937","林野庁/北海道森林管理局","北海道","北海道森林管理局第4四半期集中調達OA機器類外8物件(第6号物件防蜂手袋外保護具類）","衣料・繊維製品","競争・公募","A,B,C,D","2023-12-22","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTkzNw=="
"N17761935","林野庁/北海道森林管理局","北海道","北海道森林管理局第4四半期集中調達OA機器類外8物件(第5号物件オフィスチェア外オフィス家具類）","家具・寝具・什器・備品等","競争・公募","A,B,C,D","2023-12-22","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTkzNQ=="
"N17761932","林野庁/北海道森林管理局","北海道","北海道森林管理局第4四半期集中調達OA機器類外8物件(第4号物件電話機外事務用品及び生活雑貨類）","食品,文房具事務用品・図書,家具・寝具・什器・備品等,家電・カメラ・映像関連の機器・用品及び業務,通信機器・システム及び業務,工作・産業・農業・建設用機械器具類,薬品・防疫剤等,燃料・ガス・油脂及び工事,電気・電源設備及び工事,空調・換気・給排水・衛生機器及び工事,その他の物品","競争・公募","A,B,C,D","2023-12-22","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTkzMg=="
"N17761902","財団法人/特別区協議会","東京都","ホームページ「ECOネット東京62」運用保守管理業務委託及びサーバ等借上げ","情報処理機器・ソフト及び業務","競争・公募","","2023-12-22","2024-02-08",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTkwMg=="
"N17761889","林野庁/北海道森林管理局","北海道","北海道森林管理局第4四半期集中調達OA機器類外8物件(第3号物件牽引ロープ外 車両用品類）","家具・寝具・什器・備品等,工作・産業・農業・建設用機械器具類,薬品・防疫剤等,各種車両・船舶・航空機","競争・公募","A,B,C,D","2023-12-22","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTg4OQ=="
"N17761857","林野庁/北海道森林管理局","北海道","北海道森林管理局第4四半期集中調達OA機器類外8物件(第2号物件保安帽外現場用品類）","衣料・繊維製品,文房具事務用品・図書,家具・寝具・什器・備品等,家電・カメラ・映像関連の機器・用品及び業務,通信機器・システム及び業務,情報処理機器・ソフト及び業務,工作・産業・農業・建設用機械器具類,理化学機械器具類,薬品・防疫剤等,燃料・ガス・油脂及び工事,警察・消防・防災関連の機器・システム及び業務,電気・電源設備及び工事,建築資材・プレハブ,塗装・防水用品及び工事,その他の物品","競争・公募","A,B,C,D","2023-12-22","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTg1Nw=="
"N17761744","防衛省/陸上自衛隊/山梨地方協力本部","山梨県","OA賞状用紙＜縦書用・クリーム＞　ほか12件","文房具事務用品・図書,家具・寝具・什器・備品等","競争・公募","","2023-12-22","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTc0NA=="
"N17761729","防衛省/航空自衛隊/中部航空警戒管制団（入間基地）","埼玉県","ディスポメスNo.15他22品目","医療用機器・システム、医療・介護用品及び業務","競争・公募","A,B,C,D","2023-12-22","2024-01-29",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTcyOQ=="
"N17761248","独立行政法人高齢・障害・求職者雇用支援機構/静岡支部","静岡県","No15_訓練用消耗材「令和６年度訓練用鋼材単価契約」（静岡職業能力開発促進センター）","鉄鋼・非鉄・鋳鉄製品、コンクリート・セメント","競争・公募","A,B,C,D","2023-12-22","2024-01-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTI0OA=="
"N17761246","独立行政法人高齢・障害・求職者雇用支援機構/静岡支部","静岡県","No16_訓練用消耗材「令和６年度訓練用木材単価契約」（静岡職業能力開発促進センター）","建築資材・プレハブ","競争・公募","A,B,C,D","2023-12-22","2024-01-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTI0Ng=="
"N17761242","大阪市","大阪府","中浜下水処理場第３ポンプ棟No.１、５、６雨水ポンプ外設備工事【大阪市】","工作・産業・農業・建設用機械器具類,空調・換気・給排水・衛生機器及び工事,水処理関連施設及び工事,設計・測量","競争・公募","","2023-12-22","2024-02-06",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTI0Mg=="
"N17761240","大阪市","大阪府","片江抽水所No.3、4雨水ポンプ設備工事【大阪市】","工作・産業・農業・建設用機械器具類,空調・換気・給排水・衛生機器及び工事,水処理関連施設及び工事,設計・測量","競争・公募","","2023-12-22","2024-02-06",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2MTI0MA=="
